"","X","EVTYPE","YEAR","DAMAGE","HEALTHIMPACT"
"31748",40394,"HAIL",1994,50000,0
"31749",40396,"HAIL",1993,55000,0
"31750",40397,"FLOOD",1993,50000,0
"31757",40427,"HAIL",1995,2000,0
"31758",40434,"FLOOD",1995,20000,0
"31759",40439,"TORNADO",1993,5e+05,0
"31760",40443,"HAIL",1994,5000,0
"31761",40454,"FLOOD",1993,5e+06,0
"31762",40455,"FLOOD",1993,5e+06,1
"31763",40456,"FLOOD",1993,5e+06,1
"31764",40468,"FLOOD",1994,5000,0
"31765",40469,"FLOOD",1994,5000,0
"31766",40470,"FLOOD",1994,5000,0
"31775",40520,"TORNADO",1994,5e+05,0
"31776",40524,"HAIL",1994,5000,0
"31777",40529,"HAIL",1994,5000,0
"31778",40538,"HAIL",1995,3000,0
"31779",40541,"HAIL",1995,8000,0
"31781",40581,"TORNADO",1994,5e+05,1
"31782",40588,"TORNADO",1994,5e+05,2
"31783",40593,"HAIL",1995,8000,0
"31786",40627,"FLOOD",1993,5e+05,0
"31787",40628,"FLOOD",1993,5e+06,0
"31788",40629,"FLOOD",1993,5e+06,0
"31789",40630,"TORNADO",1993,5e+05,2
"31790",40638,"FLOOD",1994,5000,0
"31791",40639,"FLOOD",1994,5000,0
"31792",40640,"FLOOD",1994,5000,0
"31799",40681,"FLOOD",1993,5e+06,0
"31800",40682,"FLOOD",1993,50000,0
"31801",40683,"FLOOD",1993,5e+05,0
"31802",40685,"FLOOD",1994,5e+05,0
"31803",40686,"FLOOD",1994,500,0
"31806",40693,"HAIL",1995,1000,0
"31807",40695,"FLOOD",1993,5e+05,0
"31813",40718,"TORNADO",1995,1e+07,5
"31814",40728,"FLOOD",1993,500,0
"31817",40735,"HAIL",1995,3000,0
"31818",40744,"FLOOD",1993,5e+06,0
"31819",40745,"FLOOD",1993,50000,0
"31822",40751,"FLOOD",1994,5000,0
"31824",40753,"FLOOD",1994,5000,0
"31825",40754,"FLOOD",1994,5000,0
"31830",40774,"FLOOD",1993,5e+05,0
"31831",40775,"FLOOD",1993,5e+05,0
"31832",40782,"HAIL",1994,500,0
"31834",40800,"FLOOD",1995,10000,0
"31835",40810,"FLOOD",1994,50000,0
"31837",40812,"FLOOD",1994,50000,0
"31844",40878,"FLOOD",1995,20000,0
"31845",40885,"TORNADO",1993,5e+05,0
"31846",40887,"TORNADO",1993,50000,0
"31847",40890,"TORNADO",1994,50000,0
"31848",40893,"HAIL",1994,5000,0
"31849",40897,"TORNADO",1994,50000,0
"31850",40905,"HAIL",1995,10000,0
"31851",40912,"HAIL",1995,3000,0
"31852",40914,"FLOOD",1993,5e+06,0
"31853",40915,"FLOOD",1993,5e+05,0
"31854",40916,"FLOOD",1993,5e+05,0
"31855",40926,"FLOOD",1994,5e+05,0
"31857",40938,"FLOOD",1995,5000,0
"31859",40940,"FLOOD",1993,5e+05,0
"31862",40957,"FLOOD",1995,10000,0
"31864",40968,"FLOOD",1994,5000,0
"31867",40989,"FLOOD",1995,10000,0
"31868",40990,"TORNADO",1993,5e+05,2
"31869",40997,"FLOOD",1993,5e+05,1
"31870",40998,"FLOOD",1993,50000,0
"31871",40999,"FLOOD",1993,50000,0
"31877",41021,"FLOOD",1995,1e+06,0
"31878",41022,"FLOOD",1995,50000,0
"31879",41023,"FLOOD",1993,50000,0
"31880",41024,"FLOOD",1993,5000,0
"31883",41034,"TORNADO",1993,5e+05,0
"31884",41035,"FLOOD",1994,5000,0
"31885",41048,"FLOOD",1995,1e+05,0
"31886",41049,"FLOOD",1993,50000,0
"31887",41050,"FLOOD",1993,5e+05,0
"31888",41051,"FLOOD",1993,5e+05,0
"31889",41052,"FLOOD",1993,5e+05,0
"31890",41054,"FLOOD",1993,5e+05,0
"31891",41055,"FLOOD",1993,5000,0
"31893",41075,"FLOOD",1994,5000,0
"31894",41077,"FLOOD",1994,5e+05,0
"31895",41078,"FLOOD",1994,5000,0
"31899",41113,"FLOOD",1995,20000,0
"31900",41114,"FLOOD",1995,30000,0
"31901",41126,"HAIL",1995,5000,0
"31903",41133,"HAIL",1993,50000,0
"31904",41145,"FLOOD",1995,2e+06,0
"31905",41146,"FLOOD",1995,5e+05,0
"31906",41147,"FLOOD",1995,10000,0
"31907",41148,"FLOOD",1995,15000,0
"31908",41149,"FLOOD",1995,10000,0
"31909",41152,"HAIL",1994,5000,0
"31910",41154,"HAIL",1995,2000,0
"31912",41189,"FLOOD",1995,10000,0
"31913",41198,"TORNADO",1995,30000,1
"31915",41203,"HAIL",1994,50000,0
"31916",41207,"TORNADO",1994,50000,0
"31917",41209,"TORNADO",1994,50000,0
"31920",41235,"FLOOD",1993,50000,0
"31921",41236,"FLOOD",1993,5e+05,0
"31923",41243,"FLOOD",1993,50000,0
"31924",41244,"FLOOD",1993,5e+06,0
"31926",41247,"FLOOD",1993,50000,0
"31927",41248,"FLOOD",1994,50000,0
"31928",41249,"FLOOD",1994,50000,0
"31929",41254,"FLOOD",1994,5000,0
"31930",41261,"FLOOD",1993,5e+05,0
"31932",41271,"FLOOD",1994,50000,0
"31933",41272,"FLOOD",1994,5e+05,0
"31934",41295,"FLOOD",1994,5000,0
"31935",41302,"FLOOD",1994,50000,0
"31936",41323,"FLOOD",1994,5000,0
"31937",41357,"FLOOD",1995,5000,0
"31938",41358,"FLOOD",1995,5000,0
"31939",41362,"FLOOD",1994,5000,0
"31940",41364,"FLOOD",1994,5000,0
"31941",41365,"FLOOD",1994,5000,0
"31943",41378,"FLOOD",1994,50000,0
"31944",41389,"FLOOD",1993,50000,0
"31947",41465,"DROUGHT",1993,5e+07,0
"31948",41467,"FLOOD",1993,50000,0
"31949",41468,"FLOOD",1993,5e+05,0
"31950",41469,"FLOOD",1993,5e+06,0
"31951",41470,"FLOOD",1993,5e+05,2
"31952",41476,"TORNADO",1993,50000,0
"31960",41573,"TORNADO",1993,5e+05,0
"31961",41583,"HAIL",1994,50000,0
"31962",41585,"HAIL",1994,5000,0
"31963",41586,"HAIL",1994,10000,0
"31966",41607,"TORNADO",1994,5e+05,0
"31967",41614,"TORNADO",1995,5000,0
"31968",41616,"HAIL",1994,5005000,0
"31969",41625,"HAIL",1993,50000,0
"31970",41627,"TORNADO",1993,50000,0
"31971",41629,"HAIL",1993,5e+05,0
"31973",41635,"HAIL",1994,5000,0
"31974",41636,"TORNADO",1994,50000,0
"31975",41637,"HAIL",1994,5000,0
"31976",41641,"HAIL",1994,5000,0
"31977",41655,"FLOOD",1993,5e+06,0
"31978",41656,"FLOOD",1993,5e+06,0
"31979",41657,"FLOOD",1993,5e+06,0
"31980",41667,"FLOOD",1994,5000,0
"31981",41668,"FLOOD",1994,5000,0
"31992",41718,"FLOOD",1993,50000,0
"31993",41719,"FLOOD",1993,50000,0
"31994",41724,"TORNADO",1994,50000,0
"31997",41761,"HAIL",1995,2000,0
"31998",41765,"TORNADO",1995,5e+05,0
"31999",41766,"FLOOD",1993,5e+05,1
"32000",41767,"FLOOD",1993,500,0
"32001",41771,"FLOOD",1993,5e+05,0
"32002",41772,"FLOOD",1993,5000,0
"32005",41821,"HAIL",1995,2000,0
"32006",41822,"HAIL",1995,2000,0
"32007",41824,"HAIL",1995,2000,0
"32011",41847,"FLOOD",1995,20000,0
"32012",41848,"FLOOD",1993,50000,0
"32015",41877,"FLOOD",1993,5e+05,0
"32016",41878,"FLOOD",1993,5e+05,0
"32018",41888,"FLOOD",1995,10000,0
"32019",41889,"FLOOD",1995,40000,0
"32020",41895,"HAIL",1994,5000,0
"32021",41909,"HAIL",1994,5000,0
"32022",41914,"FLOOD",1993,5e+06,0
"32026",41944,"HAIL",1993,5000,0
"32027",41947,"TORNADO",1993,5e+05,0
"32028",41956,"HAIL",1994,5000,0
"32030",41967,"TORNADO",1995,5e+05,0
"32031",41970,"FLOOD",1993,50000,0
"32032",41971,"FLOOD",1994,5000,0
"32035",41982,"HAIL",1995,12000,0
"32036",41987,"FLOOD",1993,5e+05,0
"32037",41988,"FLOOD",1993,5e+06,0
"32038",41989,"FLOOD",1993,5e+06,0
"32039",41990,"FLOOD",1993,5000,0
"32040",41991,"FLOOD",1993,500,0
"32041",41992,"FLOOD",1993,500,0
"32042",41998,"FLOOD",1994,5000,0
"32043",41999,"FLOOD",1994,5000,0
"32044",42000,"FLOOD",1994,5000,0
"32045",42001,"FLOOD",1994,5000,0
"32046",42021,"HAIL",1993,5000,0
"32047",42034,"TORNADO",1994,5e+05,0
"32048",42045,"FLOOD",1993,5e+05,0
"32050",42062,"TORNADO",1993,50000,0
"32051",42065,"FLOOD",1993,50000,0
"32053",42086,"FLOOD",1995,50000,0
"32060",42095,"HAIL",1995,100,0
"32061",42103,"FLOOD",1995,50000,0
"32062",42104,"FLOOD",1995,1e+05,0
"32063",42105,"FLOOD",1993,5e+05,0
"32064",42106,"FLOOD",1993,5e+05,0
"32065",42107,"FLOOD",1993,5000,0
"32066",42116,"FLOOD",1994,50000,0
"32068",42137,"FLOOD",1995,10000,0
"32069",42138,"FLOOD",1993,50000,0
"32070",42139,"FLOOD",1993,5000,0
"32073",42162,"TORNADO",1994,5000,0
"32074",42164,"TORNADO",1994,5e+05,0
"32077",42175,"FLOOD",1995,118000,0
"32078",42178,"TORNADO",1995,2e+05,1
"32079",42188,"FLOOD",1995,10100000,0
"32082",42208,"TORNADO",1994,5e+05,1
"32083",42222,"HAIL",1995,1000,0
"32085",42234,"HAIL",1994,5000,0
"32087",42267,"FLOOD",1994,5e+06,0
"32089",42272,"TORNADO",1993,50000,0
"32090",42274,"HAIL",1995,5000,0
"32091",42275,"HAIL",1995,500,0
"32092",42278,"TORNADO",1993,50000,0
"32093",42279,"TORNADO",1995,125000,0
"32095",42283,"TORNADO",1995,1e+05,4
"32098",42289,"TORNADO",1994,5e+05,0
"32105",42311,"TORNADO",1994,50000,0
"32106",42313,"TORNADO",1993,5e+06,0
"32108",42327,"TORNADO",1994,5e+05,1
"32109",42333,"TORNADO",1994,5e+05,0
"32111",42336,"HAIL",1994,5e+06,0
"32112",42342,"HAIL",1994,5000,0
"32113",42343,"TORNADO",1994,5000,0
"32114",42344,"HAIL",1995,500,0
"32117",42353,"TORNADO",1994,50000,1
"32120",42363,"HAIL",1993,5000,0
"32123",42375,"TORNADO",1995,50000,3
"32124",42377,"FLOOD",1993,0,1
"32127",42384,"TORNADO",1995,50000,0
"32129",42388,"TORNADO",1995,250000,0
"32130",42389,"TORNADO",1995,50000,0
"32131",42391,"FLOOD",1995,5500000,0
"32137",42399,"TORNADO",1993,50000,0
"32138",42400,"TORNADO",1993,5e+05,0
"32139",42401,"TORNADO",1993,5000,0
"32140",42403,"HAIL",1995,55000,0
"32141",42405,"TORNADO",1994,50000,0
"32143",42413,"HAIL",1993,5000,0
"32144",42420,"HAIL",1995,500,0
"32145",42424,"TORNADO",1993,5000,0
"32146",42426,"HAIL",1995,500,0
"32147",42428,"HAIL",1995,55000,0
"32148",42430,"HAIL",1995,50000,0
"32154",42473,"TORNADO",1995,25000,1
"32155",42475,"TORNADO",1995,50000,8
"32156",42478,"HAIL",1995,6e+06,0
"32159",42485,"FLOOD",1995,20000,0
"32160",42492,"TORNADO",1995,450000,0
"32162",42496,"TORNADO",1995,5000,0
"32163",42497,"TORNADO",1995,50000,0
"32164",42498,"TORNADO",1995,500,0
"32165",42509,"TORNADO",1995,50000,0
"32166",42523,"TORNADO",1995,250000,0
"32167",42525,"HAIL",1993,5000,0
"32168",42529,"HAIL",1995,5000,0
"32169",42547,"HAIL",1993,50000,0
"32170",42552,"FLOOD",1995,35000,0
"32171",42553,"TORNADO",1994,5000,0
"32175",42559,"TORNADO",1995,475000,13
"32176",42560,"HAIL",1995,2e+06,0
"32179",42574,"HAIL",1995,30000,0
"32184",42586,"TORNADO",1995,50000,1
"32185",42588,"TORNADO",1993,5e+05,0
"32186",42590,"TORNADO",1995,1e+07,0
"32187",42591,"HAIL",1993,5000,0
"32193",42604,"TORNADO",1995,10000,0
"32195",42608,"TORNADO",1993,5e+05,0
"32197",42611,"TORNADO",1995,1500000,22
"32198",42616,"TORNADO",1994,50000,0
"32199",42617,"HAIL",1995,50000,0
"32203",42627,"HAIL",1993,5000,0
"32209",42634,"HAIL",1994,55000,0
"32210",42636,"HAIL",1993,1e+05,0
"32211",42638,"TORNADO",1994,5000,0
"32212",42639,"HAIL",1994,20000,0
"32213",42641,"HAIL",1994,5000,0
"32214",42642,"HAIL",1994,20000,0
"32215",42644,"HAIL",1994,50000,0
"32216",42647,"HAIL",1994,5000,0
"32217",42669,"HAIL",1994,1e+05,0
"32218",42673,"HAIL",1995,3000,0
"32220",42679,"HAIL",1993,1e+05,0
"32221",42680,"HAIL",1993,1e+05,0
"32222",42682,"HAIL",1994,5000,0
"32224",42687,"HAIL",1994,20000,0
"32225",42688,"HAIL",1994,10000,0
"32226",42690,"HAIL",1993,1e+06,0
"32227",42691,"HAIL",1994,40000,0
"32228",42692,"HAIL",1993,1e+05,0
"32229",42693,"FLOOD",1993,1e+05,1
"32230",42695,"HAIL",1994,20000,0
"32231",42696,"HAIL",1994,55000,2
"32232",42697,"TORNADO",1994,60000,0
"32233",42698,"HAIL",1993,1e+06,0
"32234",42704,"HAIL",1994,5e+05,0
"32236",42706,"TORNADO",1994,5e+05,0
"32237",42708,"HAIL",1994,1e+05,0
"32238",42709,"HAIL",1994,55000,0
"32239",42711,"HAIL",1993,1e+05,0
"32240",42713,"HAIL",1993,1e+06,0
"32241",42714,"HAIL",1994,5000,0
"32242",42715,"HAIL",1994,5000,0
"32243",42716,"HAIL",1994,5000,0
"32244",42717,"TORNADO",1994,50000,0
"32245",42718,"TORNADO",1994,550000,0
"32246",42719,"TORNADO",1994,30000,0
"32247",42720,"HAIL",1994,10000,0
"32248",42723,"HAIL",1993,1e+06,0
"32249",42724,"HAIL",1993,1e+06,0
"32250",42726,"TORNADO",1994,20000,0
"32251",42727,"HAIL",1993,1e+05,0
"32252",42728,"HAIL",1993,1e+05,0
"32253",42729,"HAIL",1994,5000,0
"32254",42730,"HAIL",1995,2e+06,5
"32255",42731,"HAIL",1994,5000,0
"32256",42732,"HAIL",1994,5000,0
"32257",42733,"HAIL",1993,1e+05,0
"32258",42735,"HAIL",1994,5000,0
"32259",42737,"HAIL",1994,5000,0
"32261",42739,"HAIL",1994,5000,0
"32262",42740,"HAIL",1994,50000,0
"32263",42744,"FLOOD",1994,1e+07,0
"32264",42755,"HAIL",1994,5000,0
"32265",42757,"HAIL",1994,50000,0
"32266",42759,"HAIL",1994,5000,0
"32267",42760,"HAIL",1993,1e+05,0
"32268",42764,"HAIL",1994,15000,0
"32269",42765,"FLOOD",1993,1e+07,0
"32271",42770,"HAIL",1994,50000,0
"32272",42773,"HAIL",1994,550000,0
"32273",42774,"HAIL",1994,5000,0
"32274",42775,"TORNADO",1994,10000,0
"32275",42779,"HAIL",1994,5000,0
"32276",42780,"HAIL",1994,5000,0
"32277",42781,"HAIL",1994,5000,0
"32278",42782,"HAIL",1994,550000,0
"32281",42787,"HAIL",1994,8000,0
"32282",42790,"TORNADO",1994,50000,0
"32283",42793,"HAIL",1994,5e+05,0
"32284",42795,"HAIL",1994,5003,0
"32285",42796,"HAIL",1994,10000,0
"32286",42797,"TORNADO",1994,50000,0
"32287",42801,"HAIL",1993,1e+05,0
"32288",42806,"HAIL",1994,5000,0
"32289",42807,"HAIL",1994,5000,0
"32290",42809,"HAIL",1995,5e+07,3
"32291",42810,"HAIL",1993,1e+06,0
"32292",42817,"FLOOD",1994,5000,0
"32294",42820,"HAIL",1995,1,0
"32295",42822,"FLOOD",1995,10000,0
"32296",42831,"HAIL",1994,50000,0
"32299",42852,"HAIL",1995,30000,0
"32305",42897,"FLOOD",1994,50000,0
"32306",42906,"HAIL",1994,50000,0
"32307",42908,"HAIL",1994,50000,0
"32308",42911,"HAIL",1995,5000,0
"32315",42952,"HAIL",1994,55000,0
"32316",42954,"HAIL",1995,3000,0
"32317",42959,"HAIL",1993,5000,0
"32320",42986,"HAIL",1995,2000,0
"32321",42988,"HAIL",1995,40000,0
"32323",43008,"HAIL",1994,50000,1
"32324",43027,"HAIL",1994,50000,0
"32325",43048,"HAIL",1994,50000,0
"32326",43051,"FLOOD",1995,2000,0
"32327",43059,"TORNADO",1995,30000,0
"32328",43061,"HAIL",1993,5000,0
"32329",43063,"HAIL",1994,5000,0
"32330",43065,"TORNADO",1993,5e+05,0
"32331",43066,"HAIL",1993,500,0
"32332",43067,"HAIL",1993,50000,0
"32333",43070,"HAIL",1994,50000,0
"32334",43072,"HAIL",1994,50000,0
"32335",43073,"HAIL",1994,1e+06,0
"32336",43074,"HAIL",1994,50000,0
"32337",43077,"TORNADO",1995,2000,0
"32339",43095,"HAIL",1994,0,1
"32341",43118,"HAIL",1993,5500000,0
"32344",43133,"HAIL",1993,50000,0
"32345",43138,"FLOOD",1994,5000,0
"32346",43150,"FLOOD",1994,5e+06,0
"32347",43152,"HAIL",1994,5e+06,1
"32348",43154,"FLOOD",1995,35000,0
"32349",43160,"HAIL",1995,2000,0
"32351",43162,"HAIL",1995,20000,0
"32352",43189,"FLOOD",1995,1000,0
"32353",43190,"FLOOD",1993,50000,0
"32354",43191,"FLOOD",1994,5000,0
"32355",43195,"HAIL",1994,50000,0
"32356",43196,"HAIL",1994,5000,0
"32358",43216,"HAIL",1994,5000,0
"32362",43233,"FLOOD",1993,500,0
"32363",43234,"FLOOD",1993,5000,0
"32364",43235,"FLOOD",1993,5000,0
"32365",43236,"FLOOD",1993,5000,0
"32370",43280,"HAIL",1993,500,0
"32371",43288,"HAIL",1994,50000,0
"32377",43339,"HAIL",1993,500,0
"32378",43342,"HAIL",1994,50000,0
"32379",43345,"HAIL",1994,5000,0
"32380",43378,"HAIL",1995,6000,0
"32381",43384,"FLOOD",1993,50000,0
"32382",43385,"FLOOD",1993,50000,0
"32383",43386,"FLOOD",1994,5000,0
"32385",43403,"FLOOD",1994,5e+05,0
"32386",43405,"FLOOD",1994,5e+05,0
"32387",43406,"FLOOD",1994,5000,0
"32390",43418,"HAIL",1994,5e+05,0
"32391",43422,"FLOOD",1995,15000,0
"32392",43432,"FLOOD",1995,2000,0
"32393",43433,"FLOOD",1994,5000,0
"32395",43447,"HAIL",1994,5000,0
"32398",43454,"FLOOD",1993,5e+05,0
"32399",43456,"FLOOD",1994,50000,0
"32400",43458,"HAIL",1994,1e+06,0
"32401",43467,"HAIL",1994,5000,0
"32402",43469,"HAIL",1994,5e+05,0
"32403",43472,"FLOOD",1993,5000,0
"32404",43474,"FLOOD",1994,50000,0
"32405",43481,"HAIL",1995,1,0
"32406",43482,"HAIL",1995,2000,0
"32407",43484,"FLOOD",1995,3000,0
"32408",43485,"FLOOD",1995,3000,0
"32409",43496,"HAIL",1994,50000,0
"32411",43502,"FLOOD",1993,5e+05,0
"32412",43505,"HAIL",1994,50000,0
"32414",43513,"TORNADO",1994,50000,0
"32416",43533,"TORNADO",1994,50000,0
"32417",43576,"HAIL",1995,3000,0
"32418",43586,"FLOOD",1994,5e+06,0
"32419",43591,"FLOOD",1994,5e+06,0
"32420",43594,"FLOOD",1995,20000,0
"32421",43604,"HAIL",1993,500,0
"32423",43644,"TORNADO",1995,50000,0
"32425",43659,"TORNADO",1994,5e+05,0
"32426",43677,"FLOOD",1993,5e+05,0
"32427",43678,"FLOOD",1993,50000,0
"32428",43679,"FLOOD",1993,5000,0
"32429",43680,"HAIL",1993,550000,0
"32430",43682,"FLOOD",1994,5000,0
"32431",43683,"FLOOD",1994,5000,0
"32434",43711,"HAIL",1994,55000,0
"32435",43717,"HAIL",1995,5000,0
"32436",43721,"FLOOD",1993,5000,0
"32437",43722,"HAIL",1993,500,0
"32438",43725,"FLOOD",1994,5000,0
"32439",43727,"FLOOD",1994,50000,0
"32440",43737,"HAIL",1994,5050000,0
"32441",43738,"HAIL",1994,50000,0
"32443",43745,"TORNADO",1995,20000,0
"32444",43749,"FLOOD",1993,5e+05,0
"32445",43750,"FLOOD",1993,5e+05,0
"32446",43751,"FLOOD",1993,5000,0
"32447",43754,"FLOOD",1993,5000,0
"32448",43755,"FLOOD",1993,5000,0
"32449",43756,"FLOOD",1993,5000,0
"32450",43757,"FLOOD",1993,5000,0
"32451",43758,"FLOOD",1994,5000,0
"32452",43759,"FLOOD",1994,5000,0
"32453",43761,"FLOOD",1994,5000,0
"32454",43772,"HAIL",1995,4000,0
"32455",43782,"HAIL",1994,50000,0
"32456",43784,"TORNADO",1994,5e+05,0
"32457",43789,"HAIL",1994,1e+05,0
"32459",43804,"TORNADO",1993,5e+05,3
"32460",43821,"TORNADO",1994,55000,0
"32462",43830,"HAIL",1995,5,0
"32463",43838,"HAIL",1994,50000,0
"32464",43843,"HAIL",1995,4000,0
"32468",43868,"HAIL",1995,12000,0
"32469",43869,"HAIL",1995,20000,0
"32470",43870,"HAIL",1995,5000,0
"32474",43883,"FLOOD",1995,1000,0
"32475",43898,"HAIL",1994,5000,0
"32476",43910,"HAIL",1995,4000,0
"32489",44042,"FLOOD",1993,5e+05,0
"32490",44043,"FLOOD",1993,50000,0
"32491",44044,"FLOOD",1993,5000,0
"32492",44046,"FLOOD",1994,5000,0
"32494",44060,"FLOOD",1995,8000,0
"32495",44065,"FLOOD",1995,2000,0
"32496",44066,"FLOOD",1995,8000,0
"32497",44068,"FLOOD",1993,5000,0
"32498",44069,"FLOOD",1993,50000,0
"32499",44070,"FLOOD",1993,5000,0
"32500",44071,"FLOOD",1993,5000,0
"32501",44072,"TORNADO",1993,50000,0
"32502",44074,"FLOOD",1994,5000,0
"32503",44076,"FLOOD",1995,4,0
"32505",44078,"FLOOD",1995,4000,0
"32506",44124,"FLOOD",1994,5000,0
"32508",44126,"HAIL",1994,1e+06,0
"32510",44157,"FLOOD",1994,5e+05,0
"32512",44160,"HAIL",1994,1e+05,0
"32513",44171,"FLOOD",1995,3,0
"32514",44173,"HAIL",1995,12000,0
"32517",44177,"FLOOD",1993,5e+05,0
"32518",44178,"FLOOD",1993,50000,0
"32519",44179,"FLOOD",1993,5000,0
"32520",44180,"FLOOD",1994,5e+05,0
"32522",44188,"TORNADO",1993,5e+05,0
"32523",44189,"FLOOD",1993,50000,0
"32524",44191,"HAIL",1993,500,0
"32525",44195,"TORNADO",1994,5e+05,0
"32526",44199,"HAIL",1994,55000,0
"32527",44216,"HAIL",1993,5005000,0
"32528",44217,"FLOOD",1994,5000,0
"32529",44222,"HAIL",1995,40000,0
"32533",44261,"HAIL",1994,50000,0
"32534",44265,"HAIL",1994,50000,0
"32535",44271,"HAIL",1994,1e+05,0
"32536",44272,"HAIL",1995,90000,0
"32539",44282,"FLOOD",1994,5e+05,0
"32540",44284,"FLOOD",1994,5000,0
"32542",44303,"HAIL",1995,4000,0
"32543",44305,"HAIL",1995,30000,1
"32544",44308,"HAIL",1995,10000,0
"32547",44317,"FLOOD",1993,5000,0
"32548",44319,"TORNADO",1993,5e+05,0
"32549",44321,"FLOOD",1994,5e+05,0
"32550",44322,"FLOOD",1994,5e+06,0
"32551",44327,"HAIL",1994,5000,2
"32552",44331,"TORNADO",1994,50000,0
"32554",44337,"HAIL",1995,5000,0
"32555",44338,"HAIL",1995,3000,0
"32559",44375,"HAIL",1995,15000,0
"32561",44378,"HAIL",1995,25000,0
"32563",44389,"HAIL",1994,50000,0
"32564",44390,"HAIL",1994,50000,0
"32565",44391,"HAIL",1994,50000,0
"32567",44411,"FLOOD",1994,5000,0
"32568",44412,"HAIL",1994,55000,0
"32569",44426,"FLOOD",1995,2000,0
"32572",44435,"FLOOD",1995,3000,0
"32574",44446,"HAIL",1995,5000,0
"32576",44474,"FLOOD",1993,50000,0
"32577",44475,"FLOOD",1993,5000,0
"32578",44476,"FLOOD",1993,5000,0
"32579",44477,"FLOOD",1993,5000,0
"32580",44478,"FLOOD",1994,5000,0
"32581",44479,"FLOOD",1994,50000,0
"32582",44480,"FLOOD",1994,5000,0
"32583",44481,"FLOOD",1994,5000,0
"32585",44490,"FLOOD",1993,5e+05,0
"32586",44504,"HAIL",1993,505000,0
"32588",44511,"TORNADO",1995,5e+05,0
"32590",44513,"HAIL",1994,5000,0
"32591",44514,"HAIL",1994,5000,0
"32592",44515,"HAIL",1994,5e+05,0
"32593",44516,"HAIL",1994,5e+05,0
"32594",44517,"HAIL",1994,5000,0
"32595",44518,"HAIL",1994,5000,0
"32596",44523,"TORNADO",1995,3e+05,0
"32597",44525,"HAIL",1993,500,0
"32599",44528,"TORNADO",1995,50000,0
"32601",44530,"TORNADO",1995,5e+05,0
"32604",44536,"TORNADO",1995,30000,0
"32605",44539,"TORNADO",1994,5000,0
"32606",44540,"TORNADO",1994,5000,0
"32607",44541,"TORNADO",1995,50000,0
"32610",44548,"TORNADO",1994,5000,0
"32611",44550,"HAIL",1993,50000,0
"32612",44551,"TORNADO",1993,50000,0
"32613",44553,"HAIL",1995,1e+05,0
"32614",44554,"HAIL",1995,25000,0
"32615",44555,"HAIL",1995,50000,0
"32616",44557,"TORNADO",1993,50000,0
"32620",44563,"TORNADO",1994,5e+05,0
"32621",44564,"HAIL",1994,50000,0
"32622",44565,"HAIL",1995,5000,0
"32629",44584,"TORNADO",1994,5e+05,0
"32630",44585,"TORNADO",1994,5000,0
"32631",44586,"HAIL",1994,500,0
"32637",44593,"HAIL",1994,5000,0
"32644",44620,"HAIL",1994,50000,0
"32645",44621,"HAIL",1994,50000,0
"32646",44623,"TORNADO",1995,5e+05,0
"32647",44627,"TORNADO",1993,50000,1
"32649",44633,"TORNADO",1993,50000,0
"32654",44650,"TORNADO",1995,5e+05,9
"32655",44657,"TORNADO",1995,2e+05,0
"32656",44662,"HAIL",1993,5000,0
"32657",44664,"HAIL",1994,5000,0
"32658",44665,"HAIL",1994,5000,0
"32659",44666,"HAIL",1994,50000,0
"32660",44667,"HAIL",1995,25000,0
"32669",44681,"HAIL",1994,5e+06,3
"32670",44682,"HAIL",1994,5e+05,0
"32680",44709,"HAIL",1994,5000,0
"32685",44714,"TORNADO",1995,50000,0
"32693",44730,"TORNADO",1995,50050,0
"32694",44736,"FLOOD",1993,1e+08,0
"32701",44757,"TORNADO",1995,15000,1
"32708",44768,"HAIL",1994,5000,0
"32709",44770,"HAIL",1994,5000,0
"32714",44782,"TORNADO",1994,5e+06,2
"32715",44788,"TORNADO",1993,5e+05,0
"32718",44792,"TORNADO",1995,5000,0
"32731",44810,"HAIL",1994,55000,0
"32732",44811,"HAIL",1994,5e+05,0
"32736",44818,"HAIL",1994,500,0
"32741",44826,"HAIL",1995,5000,0
"32746",44833,"TORNADO",1995,50000,0
"32750",44852,"HAIL",1994,1e+05,0
"32752",44868,"HAIL",1995,5000,0
"32753",44878,"TORNADO",1995,5e+05,1
"32763",44898,"TORNADO",1995,50000,0
"32765",44905,"HAIL",1994,50000,0
"32766",44907,"HAIL",1995,5000,0
"32767",44908,"TORNADO",1995,5000,0
"32768",44909,"TORNADO",1995,5e+05,0
"32769",44913,"HAIL",1993,5e+06,0
"32770",44914,"HAIL",1993,5e+05,0
"32771",44918,"TORNADO",1993,5000,0
"32774",44929,"TORNADO",1993,5000,0
"32775",44931,"TORNADO",1995,5000,0
"32776",44933,"HAIL",1993,500,0
"32779",44940,"HAIL",1994,5000,0
"32784",44952,"TORNADO",1994,50000,0
"32785",44953,"HAIL",1994,5000,0
"32786",44955,"TORNADO",1993,5000,0
"32788",44967,"HAIL",1995,5000,0
"32789",44968,"HAIL",1995,500,0
"32793",44973,"TORNADO",1995,5000,0
"32794",44975,"TORNADO",1995,50000,0
"32795",44976,"HAIL",1995,500,0
"32796",44983,"HAIL",1995,5e+05,0
"32797",44984,"TORNADO",1995,5e+05,0
"32798",44985,"TORNADO",1995,5e+05,0
"32799",44987,"TORNADO",1993,5e+05,0
