"","X","EVTYPE","YEAR","DAMAGE","HEALTHIMPACT"
"1",1,"TORNADO",1950,25000,15
"2",2,"TORNADO",1950,2500,0
"3",3,"TORNADO",1951,25000,2
"4",4,"TORNADO",1951,2500,2
"5",5,"TORNADO",1951,2500,2
"6",6,"TORNADO",1951,2500,6
"7",7,"TORNADO",1951,2500,1
"8",8,"TORNADO",1952,2500,0
"9",9,"TORNADO",1952,25000,15
"10",10,"TORNADO",1952,25000,0
"11",11,"TORNADO",1952,2500000,3
"12",12,"TORNADO",1952,2500000,3
"13",13,"TORNADO",1952,250000,27
"14",14,"TORNADO",1952,0,12
"15",15,"TORNADO",1952,25000,6
"16",16,"TORNADO",1952,25000,54
"17",17,"TORNADO",1952,25000,2
"18",18,"TORNADO",1952,25000,0
"19",19,"TORNADO",1952,25000,0
"20",20,"TORNADO",1952,25000,0
"21",21,"TORNADO",1953,25000,0
"22",22,"TORNADO",1953,2500,0
"23",23,"TORNADO",1953,2500,0
"24",24,"TORNADO",1953,25000,1
"25",25,"TORNADO",1953,25000,1
"26",26,"TORNADO",1953,25000,9
"27",27,"TORNADO",1953,25000,2
"28",28,"TORNADO",1953,25000,1
"29",29,"TORNADO",1953,25000,6
"30",30,"TORNADO",1953,2500,2
"31",31,"TORNADO",1953,2500,0
"32",32,"TORNADO",1953,2500,12
"33",33,"TORNADO",1953,25000,0
"34",34,"TORNADO",1953,2500000,201
"35",35,"TORNADO",1953,25000,2
"36",36,"TORNADO",1953,250000,19
"37",37,"TORNADO",1953,2500,0
"38",38,"TORNADO",1953,25000,5
"39",39,"TORNADO",1953,2500,2
"40",40,"TORNADO",1953,25000,0
"41",41,"TORNADO",1953,2500,0
"42",42,"TORNADO",1953,25000,1
"43",43,"TORNADO",1954,2500,0
"44",44,"TORNADO",1954,25000,0
"45",45,"TORNADO",1954,25000,0
"46",46,"TORNADO",1954,30,0
"47",47,"TORNADO",1954,25000,1
"48",48,"TORNADO",1954,250000,4
"49",49,"TORNADO",1954,250000,26
"50",50,"TORNADO",1954,2500,3
"51",51,"TORNADO",1954,2500,2
"52",52,"TORNADO",1954,25000,0
"53",53,"TORNADO",1955,25000,1
"54",54,"TORNADO",1955,25000,1
"55",55,"TORNADO",1955,2500000,25
"56",56,"TORNADO",1955,2500,0
"57",57,"TORNADO",1955,2500,0
"58",58,"TORNADO",1955,25000,0
"59",59,"TORNADO",1955,2500000,0
"60",60,"TORNADO",1955,2500000,5
"61",61,"TORNADO",1956,25000,0
"62",62,"TORNADO",1956,2500000,225
"63",63,"TORNADO",1956,25000,2
"64",64,"TORNADO",1956,2500,0
"65",65,"TORNADO",1956,250,0
"66",66,"TORNADO",1956,250,1
"67",67,"TORNADO",1956,250,0
"68",68,"TORNADO",1957,250,0
"69",69,"TORNADO",1957,25000,4
"70",70,"TORNADO",1957,30,0
"71",71,"TORNADO",1957,25000,0
"72",72,"TORNADO",1957,250000,0
"73",73,"TORNADO",1957,250,92
"74",74,"TORNADO",1957,250,0
"75",75,"TORNADO",1957,250000,0
"76",76,"TORNADO",1957,2500,0
"77",77,"TORNADO",1957,2500,0
"78",78,"TORNADO",1957,25000,0
"79",79,"TORNADO",1957,25000,0
"80",80,"TORNADO",1957,250000,0
"81",81,"TORNADO",1957,250000,4
"82",82,"TORNADO",1957,250000,8
"83",83,"TORNADO",1957,250000,0
"84",84,"TORNADO",1957,250000,0
"85",85,"TORNADO",1957,25000,0
"86",86,"TORNADO",1957,2500,0
"87",87,"TORNADO",1957,2500,0
"88",88,"TORNADO",1957,250000,0
"89",89,"TORNADO",1957,250000,2
"90",90,"TORNADO",1957,250000,0
"91",91,"TORNADO",1957,25000,1
"92",92,"TORNADO",1957,2500,0
"93",93,"TORNADO",1957,25000,0
"94",94,"TORNADO",1957,250000,5
"95",95,"TORNADO",1957,25000,0
"96",96,"TORNADO",1957,2500,0
"97",97,"TORNADO",1957,25000,19
"98",98,"TORNADO",1957,250000,3
"99",99,"TORNADO",1957,25000,0
"100",100,"TORNADO",1957,250000,0
"101",101,"TORNADO",1957,250000,5
"102",102,"TORNADO",1957,25000,1
"103",103,"TORNADO",1957,25000,0
"104",104,"TORNADO",1957,2500000,36
"105",105,"TORNADO",1957,25000,0
"106",106,"TORNADO",1957,25000,0
"107",107,"TORNADO",1957,25000,0
"108",108,"TORNADO",1957,2500,0
"109",109,"TORNADO",1957,25000,0
"110",110,"TORNADO",1957,25000,0
"111",111,"TORNADO",1957,250000,9
"112",112,"TORNADO",1957,250000,6
"113",113,"TORNADO",1957,2500,0
"114",114,"TORNADO",1957,25000,7
"115",115,"TORNADO",1957,250000,0
"116",116,"TORNADO",1957,2500,0
"117",117,"TORNADO",1958,2500,0
"118",118,"TORNADO",1958,25000,0
"119",119,"TORNADO",1958,250000,0
"120",120,"TORNADO",1958,25000,0
"121",121,"TORNADO",1958,25000,0
"122",122,"TORNADO",1958,2500,0
"123",123,"TORNADO",1958,250000,2
"124",124,"TORNADO",1958,250000,0
"125",125,"TORNADO",1958,25000,0
"126",126,"TORNADO",1958,250000,0
"127",127,"TORNADO",1958,25000,0
"128",128,"TORNADO",1958,250000,0
"129",129,"TORNADO",1958,25000,0
"130",130,"TORNADO",1958,250000,1
"131",131,"TORNADO",1958,250000,0
"132",132,"TORNADO",1958,25000,0
"133",133,"TORNADO",1958,25000,0
"134",134,"TORNADO",1958,2500,0
"135",135,"TORNADO",1958,25000,0
"136",136,"TORNADO",1958,25000,0
"137",137,"TORNADO",1958,25000,1
"138",138,"TORNADO",1958,2500,0
"139",139,"TORNADO",1958,25000,0
"140",140,"TORNADO",1959,25000,0
"141",141,"TORNADO",1959,25000,0
"142",142,"TORNADO",1959,2500,0
"143",143,"TORNADO",1959,2500,0
"144",144,"TORNADO",1959,250000,5
"145",145,"TORNADO",1959,250,0
"146",146,"TORNADO",1959,25000,3
"147",147,"TORNADO",1959,250,0
"148",148,"TORNADO",1960,2500,0
"149",149,"TORNADO",1960,25000,0
"150",150,"TORNADO",1960,2500,0
"151",151,"TORNADO",1960,25000,0
"152",152,"TORNADO",1960,250000,0
"153",153,"TORNADO",1960,2500,0
"154",154,"TORNADO",1960,250000,2
"155",155,"TORNADO",1961,25000,2
"156",156,"TORNADO",1961,250000,0
"157",157,"TORNADO",1961,25000,4
"158",158,"TORNADO",1961,250000,0
"159",159,"TORNADO",1961,250000,1
"160",160,"TORNADO",1961,250000,0
"161",161,"TORNADO",1961,250000,8
"162",162,"TORNADO",1961,25000,0
"163",163,"TORNADO",1961,25000,0
"164",164,"TORNADO",1961,25000,7
"165",165,"TORNADO",1961,250000,0
"166",166,"TORNADO",1961,25000,2
"167",167,"TORNADO",1961,2500,0
"168",168,"TORNADO",1961,25000,0
"169",169,"TORNADO",1961,2500,0
"170",170,"TORNADO",1961,250000,1
"171",171,"TORNADO",1961,250000,0
"172",172,"TORNADO",1961,25000,0
"173",173,"TORNADO",1961,250000,2
"174",174,"TORNADO",1961,2500,0
"175",175,"TORNADO",1961,25000,0
"176",176,"TORNADO",1961,25000,0
"177",177,"TORNADO",1961,2500,0
"178",178,"TORNADO",1961,25000,1
"179",179,"TORNADO",1962,2500,0
"180",180,"TORNADO",1962,25000,0
"181",181,"TORNADO",1962,25000,0
"182",182,"TORNADO",1962,250000,10
"183",183,"TORNADO",1962,25000,0
"184",184,"TORNADO",1962,25000,0
"185",185,"TORNADO",1962,25000,0
"186",186,"TORNADO",1962,25000,0
"187",187,"TORNADO",1962,25000,0
"188",188,"TORNADO",1962,250000,0
"189",189,"TORNADO",1962,250000,0
"190",190,"TORNADO",1963,2500,0
"191",191,"TORNADO",1963,250000,0
"192",192,"TORNADO",1963,250000,35
"193",193,"TORNADO",1963,25000,3
"194",194,"TORNADO",1963,25000,0
"195",195,"TORNADO",1963,25000,0
"196",196,"TORNADO",1963,2500000,8
"197",197,"TORNADO",1963,25000,0
"198",198,"TORNADO",1963,2500000,4
"199",199,"TORNADO",1963,2500000,0
"200",200,"TORNADO",1963,250000,4
"201",201,"TORNADO",1963,250,0
"202",202,"TORNADO",1963,25000,0
"203",203,"TORNADO",1963,0,4
"204",204,"TORNADO",1963,250,0
"205",205,"TORNADO",1963,25000,0
"206",206,"TORNADO",1963,25000,4
"207",207,"TORNADO",1963,250000,0
"208",208,"TORNADO",1963,250000,0
"209",209,"TORNADO",1963,250000,17
"210",210,"TORNADO",1963,25000,0
"211",211,"TORNADO",1963,25000,0
"212",212,"TORNADO",1964,250000,16
"213",213,"TORNADO",1964,25000,0
"214",214,"TORNADO",1964,250000,1
"215",215,"TORNADO",1964,250000,4
"216",216,"TORNADO",1964,250000,7
"217",217,"TORNADO",1964,25000,0
"218",218,"TORNADO",1964,250000,0
"219",219,"TORNADO",1964,250000,1
"220",220,"TORNADO",1964,25000,0
"221",221,"TORNADO",1964,25000,0
"222",222,"TORNADO",1964,25000,0
"223",223,"TORNADO",1964,25000,0
"224",224,"TORNADO",1964,25000,0
"225",225,"TORNADO",1964,25000,1
"226",226,"TORNADO",1964,25000,8
"227",227,"TORNADO",1964,25000,0
"228",228,"TORNADO",1964,250000,0
"229",229,"TORNADO",1964,25000,0
"230",230,"TORNADO",1964,2500,0
"231",231,"TORNADO",1964,25000,0
"232",232,"TORNADO",1964,2500,2
"233",233,"TORNADO",1964,25000,0
"234",234,"TORNADO",1964,25000,3
"235",235,"TORNADO",1964,25000,0
"236",236,"TORNADO",1964,2500,0
"237",237,"TORNADO",1964,25000,0
"238",238,"TORNADO",1965,25000,0
"239",239,"TORNADO",1965,250000,18
"240",240,"TORNADO",1965,250000,22
"241",241,"TORNADO",1965,250000,0
"242",242,"TORNADO",1965,250000,2
"243",243,"TORNADO",1965,250000,0
"244",244,"TORNADO",1965,2500,0
"245",245,"TORNADO",1965,25000,0
"246",246,"TORNADO",1965,25000,2
"247",247,"TORNADO",1965,25000,0
"248",248,"TORNADO",1966,250000,11
"249",249,"TORNADO",1966,25000,2
"250",250,"TORNADO",1966,250000,4
"251",251,"TORNADO",1966,25000,0
"252",252,"TORNADO",1966,2500,0
"253",253,"TORNADO",1966,250000,1
"254",254,"TORNADO",1966,25000,0
"255",255,"TORNADO",1966,250000,0
"256",256,"TORNADO",1966,25000,0
"257",257,"TORNADO",1966,25000,0
"258",258,"TORNADO",1967,25000,0
"259",259,"TORNADO",1967,25000,1
"260",260,"TORNADO",1967,250000,27
"261",261,"TORNADO",1967,2500000,0
"262",262,"TORNADO",1967,25000,0
"263",263,"TORNADO",1967,25000,4
"264",264,"TORNADO",1967,25000,0
"265",265,"TORNADO",1967,2500000,26
"266",266,"TORNADO",1967,25000,0
"267",267,"TORNADO",1967,250000,0
"268",268,"TORNADO",1967,25000,0
"269",269,"TORNADO",1967,250,0
"270",270,"TORNADO",1967,250000,1
"271",271,"TORNADO",1967,250000,0
"272",272,"TORNADO",1967,250000,3
"273",273,"TORNADO",1967,25000,1
"274",274,"TORNADO",1967,2500,0
"275",275,"TORNADO",1967,250000,2
"276",276,"TORNADO",1967,250000,7
"277",277,"TORNADO",1967,250000,0
"278",278,"TORNADO",1967,250000,0
"279",279,"TORNADO",1967,2500000,2
"280",280,"TORNADO",1967,2500000,27
"281",281,"TORNADO",1967,25000,0
"282",282,"TORNADO",1967,25000,0
"283",283,"TORNADO",1967,250000,1
"284",284,"TORNADO",1968,250000,0
"285",285,"TORNADO",1968,250000,0
"286",286,"TORNADO",1968,250000,0
"287",287,"TORNADO",1968,250,0
"288",288,"TORNADO",1968,2500,0
"289",289,"TORNADO",1968,250000,0
"290",290,"TORNADO",1968,250000,14
"291",291,"TORNADO",1968,250000,4
"292",292,"TORNADO",1968,250000,0
"293",293,"TORNADO",1968,250000,0
"294",294,"TORNADO",1968,25000,2
"295",295,"TORNADO",1968,2500000,25
"296",296,"TORNADO",1968,2500000,0
"297",297,"TORNADO",1968,250000,2
"298",298,"TORNADO",1969,250000,0
"299",299,"TORNADO",1969,250000,13
"300",300,"TORNADO",1969,250000,0
"301",301,"TORNADO",1969,250000,3
"302",302,"TORNADO",1969,25000,0
"303",303,"TORNADO",1969,2500,0
"304",304,"TORNADO",1969,25000,0
"305",305,"TORNADO",1969,25000,0
"306",306,"TORNADO",1969,25000,0
"307",307,"TORNADO",1969,2500,0
"308",308,"TORNADO",1969,250,0
"309",309,"TORNADO",1969,25000,0
"310",310,"TORNADO",1969,30,0
"311",311,"TORNADO",1969,250000,0
"312",312,"TORNADO",1969,250000,2
"313",313,"TORNADO",1970,25000,0
"314",314,"TORNADO",1970,25000,0
"315",315,"TORNADO",1970,250000,16
"316",316,"TORNADO",1970,250,0
"317",317,"TORNADO",1970,250000,0
"318",318,"TORNADO",1970,250000,0
"319",319,"TORNADO",1970,25000,0
"320",320,"TORNADO",1970,25000,0
"321",321,"TORNADO",1970,25000,2
"322",322,"TORNADO",1970,25000,0
"323",323,"TORNADO",1970,250000,0
"324",324,"TORNADO",1970,250,0
"325",325,"TORNADO",1970,25000,0
"326",326,"TORNADO",1971,25000,0
"327",327,"TORNADO",1971,25000,0
"328",328,"TORNADO",1971,25000,12
"329",329,"TORNADO",1971,25000,2
"330",330,"TORNADO",1971,25000,0
"331",331,"TORNADO",1971,250000,0
"332",332,"TORNADO",1971,25000,3
"333",333,"TORNADO",1971,25000,0
"334",334,"TORNADO",1971,25000,0
"335",335,"TORNADO",1971,25000,0
"336",336,"TORNADO",1971,25000,0
"337",337,"TORNADO",1971,250000,0
"338",338,"TORNADO",1971,25000,0
"339",339,"TORNADO",1971,25000,2
"340",340,"TORNADO",1971,250,0
"341",341,"TORNADO",1971,25000,0
"342",342,"TORNADO",1971,2500,0
"343",343,"TORNADO",1971,25000,0
"344",344,"TORNADO",1971,25000,0
"345",345,"TORNADO",1971,250000,0
"346",346,"TORNADO",1971,250000,0
"347",347,"TORNADO",1971,25000,0
"348",348,"TORNADO",1971,250000,1
"349",349,"TORNADO",1972,250000,0
"350",350,"TORNADO",1972,25000,0
"351",351,"TORNADO",1972,250000,0
"352",352,"TORNADO",1972,250000,92
"353",353,"TORNADO",1972,250000,2
"354",354,"TORNADO",1972,250000,0
"355",355,"TORNADO",1972,2500,0
"356",356,"TORNADO",1972,2500,0
"357",357,"TORNADO",1972,25000,0
"358",358,"TORNADO",1972,25000,0
"359",359,"TORNADO",1972,25000,0
"360",360,"TORNADO",1972,25000,2
"361",361,"TORNADO",1972,250000,0
"362",362,"TORNADO",1972,250000,0
"363",363,"TORNADO",1972,25000,0
"364",364,"TORNADO",1972,2500,3
"365",365,"TORNADO",1973,25000,0
"366",366,"TORNADO",1973,250000,0
"367",367,"TORNADO",1973,250000,0
"368",368,"TORNADO",1973,25000,0
"369",369,"TORNADO",1973,250000,0
"370",370,"TORNADO",1973,250000,5
"371",371,"TORNADO",1973,250000,0
"372",372,"TORNADO",1973,2500000,14
"373",373,"TORNADO",1973,250000,0
"374",374,"TORNADO",1973,25000,0
"375",375,"TORNADO",1973,250000,0
"376",376,"TORNADO",1973,2500000,0
"377",377,"TORNADO",1973,2500000,14
"378",378,"TORNADO",1973,250000,2
"379",379,"TORNADO",1973,250000,10
"380",380,"TORNADO",1973,2500000,9
"381",381,"TORNADO",1973,2500,0
"382",382,"TORNADO",1973,2500000,19
"383",383,"TORNADO",1973,25000,4
"384",384,"TORNADO",1973,25000,0
"385",385,"TORNADO",1973,25000,0
"386",386,"TORNADO",1973,250000,3
"387",387,"TORNADO",1973,250000,4
"388",388,"TORNADO",1973,250000,3
"389",389,"TORNADO",1973,250000,0
"390",390,"TORNADO",1973,2.5e+07,73
"391",391,"TORNADO",1973,2.5e+07,45
"392",392,"TORNADO",1973,2.5e+07,0
"393",393,"TORNADO",1973,2.5e+07,0
"394",394,"TORNADO",1973,2.5e+07,52
"395",395,"TORNADO",1973,2.5e+07,64
"396",396,"TORNADO",1973,2.5e+07,17
"397",397,"TORNADO",1973,2.5e+07,0
"398",398,"TORNADO",1973,2500,0
"399",399,"TORNADO",1973,25000,0
"400",400,"TORNADO",1973,25000,0
"401",401,"TORNADO",1973,25000,0
"402",402,"TORNADO",1973,25000,0
"403",403,"TORNADO",1973,250000,5
"404",404,"TORNADO",1973,250000,0
"405",405,"TORNADO",1973,2500000,42
"406",406,"TORNADO",1973,250000,3
"407",407,"TORNADO",1973,25000,1
"408",408,"TORNADO",1973,25000,1
"409",409,"TORNADO",1973,250,0
"410",410,"TORNADO",1973,2500000,11
"411",411,"TORNADO",1973,2500000,0
"412",412,"TORNADO",1973,250000,1
"413",413,"TORNADO",1973,2500000,2
"414",414,"TORNADO",1973,2500,14
"415",415,"TORNADO",1973,2500,0
"416",416,"TORNADO",1974,25000,0
"417",417,"TORNADO",1974,250000,8
"418",418,"TORNADO",1974,25000,0
"419",419,"TORNADO",1974,250000,0
"420",420,"TORNADO",1974,250,0
"421",421,"TORNADO",1974,25000,0
"422",422,"TORNADO",1974,250,0
"423",423,"TORNADO",1974,250000,6
"424",424,"TORNADO",1974,250000,11
"425",425,"TORNADO",1974,2500000,7
"426",426,"TORNADO",1974,25000,0
"427",427,"TORNADO",1974,25000,0
"428",428,"TORNADO",1974,2500,0
"429",429,"TORNADO",1974,0,74
"430",430,"TORNADO",1974,0,4
"431",431,"TORNADO",1974,2.5e+07,5
"432",432,"TORNADO",1974,0,56
"433",433,"TORNADO",1974,2.5e+07,6
"434",434,"TORNADO",1974,0,46
"435",435,"TORNADO",1974,250000,9
"436",436,"TORNADO",1974,2.5e+07,31
"437",437,"TORNADO",1974,0,119
"438",438,"TORNADO",1974,2.5e+07,102
"439",439,"TORNADO",1974,0,91
"440",440,"TORNADO",1974,0,115
"441",441,"TORNADO",1974,2.5e+07,37
"442",442,"TORNADO",1974,0,273
"443",443,"TORNADO",1974,0,27
"444",444,"TORNADO",1974,2500000,0
"445",445,"TORNADO",1974,2500000,0
"446",446,"TORNADO",1974,2500000,5
"447",447,"TORNADO",1974,2500000,4
"448",448,"TORNADO",1974,25000,0
"449",449,"TORNADO",1974,25000,0
"450",450,"TORNADO",1974,25000,0
"451",451,"TORNADO",1974,250000,0
"452",452,"TORNADO",1974,25000,0
"453",453,"TORNADO",1974,2500,0
"454",454,"TORNADO",1974,250,0
"455",455,"TORNADO",1974,250,0
"456",456,"TORNADO",1974,2500,0
"457",457,"TORNADO",1974,2500,1
"458",458,"TORNADO",1974,25000,0
"459",459,"TORNADO",1974,2500,0
"460",460,"TORNADO",1974,2500,0
"461",461,"TORNADO",1974,2500,1
"462",462,"TORNADO",1974,250000,0
"463",463,"TORNADO",1975,25000,0
"464",464,"TORNADO",1975,25000,0
"465",465,"TORNADO",1975,2500,0
"466",466,"TORNADO",1975,250000,4
"467",467,"TORNADO",1975,250000,0
"468",468,"TORNADO",1975,250000,14
"469",469,"TORNADO",1975,2500000,61
"470",470,"TORNADO",1975,2500,0
"471",471,"TORNADO",1975,25000,0
"472",472,"TORNADO",1975,2500000,0
"473",473,"TORNADO",1975,250000,9
"474",474,"TORNADO",1975,250000,1
"475",475,"TORNADO",1975,2500000,0
"476",476,"TORNADO",1975,25000,0
"477",477,"TORNADO",1975,250000,0
"478",478,"TORNADO",1975,250000,0
"479",479,"TORNADO",1975,250000,1
"480",480,"TORNADO",1975,2.5e+07,50
"481",481,"TORNADO",1975,30,0
"482",482,"TORNADO",1975,250,0
"483",483,"TORNADO",1975,25000,0
"484",484,"TORNADO",1975,25000,0
"485",485,"TORNADO",1975,25000,0
"486",486,"TORNADO",1975,25000,0
"487",487,"TORNADO",1975,25000,3
"488",488,"TORNADO",1975,25000,0
"489",489,"TORNADO",1975,25000,0
"490",490,"TORNADO",1975,25000,0
"491",491,"TORNADO",1975,25000,0
"492",492,"TORNADO",1975,25000,0
"493",493,"TORNADO",1975,25000,1
"494",494,"TORNADO",1975,25000,0
"495",495,"TORNADO",1976,250000,1
"496",496,"TORNADO",1976,25000,2
"497",497,"TORNADO",1976,250000,1
"498",498,"TORNADO",1976,2500000,4
"499",499,"TORNADO",1976,2500000,15
"500",500,"TORNADO",1976,250000,1
"501",501,"TORNADO",1976,25000,0
"502",502,"TORNADO",1976,2500,0
"503",503,"TORNADO",1976,25000,0
"504",504,"TORNADO",1976,25000,2
"505",505,"TORNADO",1976,25000,1
"506",506,"TORNADO",1976,25000,0
"507",507,"TORNADO",1976,250000,0
"508",508,"TORNADO",1976,250000,6
"509",509,"TORNADO",1976,25000,0
"510",510,"TORNADO",1976,250000,0
"511",511,"TORNADO",1976,25000,0
"512",512,"TORNADO",1976,2500000,17
"513",513,"TORNADO",1976,250,0
"514",514,"TORNADO",1976,250000,11
"515",515,"TORNADO",1976,25000,0
"516",516,"TORNADO",1976,250000,0
"517",517,"TORNADO",1976,2500,0
"518",518,"TORNADO",1976,25000,0
"519",519,"TORNADO",1976,25000,0
"520",520,"TORNADO",1976,250000,0
"521",521,"TORNADO",1976,25000,0
"522",522,"TORNADO",1976,25000,0
"523",523,"TORNADO",1976,250000,0
"524",524,"TORNADO",1976,2500,0
"525",525,"TORNADO",1977,2500,1
"526",526,"TORNADO",1977,250000,0
"527",527,"TORNADO",1977,250000,2
"528",528,"TORNADO",1977,250000,2
"529",529,"TORNADO",1977,25000,1
"530",530,"TORNADO",1977,25000,3
"531",531,"TORNADO",1977,250000,1
"532",532,"TORNADO",1977,250000,0
"533",533,"TORNADO",1977,250000,0
"534",534,"TORNADO",1977,250000,4
"535",535,"TORNADO",1977,250000,1
"536",536,"TORNADO",1977,2.5e+07,152
"537",537,"TORNADO",1977,2500,0
"538",538,"TORNADO",1977,2500,0
"539",539,"TORNADO",1977,250000,0
"540",540,"TORNADO",1977,250000,0
"541",541,"TORNADO",1977,250000,0
"542",542,"TORNADO",1977,2500,0
"543",543,"TORNADO",1977,25000,0
"544",544,"TORNADO",1977,25000,0
"545",545,"TORNADO",1977,25000,0
"546",546,"TORNADO",1977,250000,0
"547",547,"TORNADO",1978,250000,0
"548",548,"TORNADO",1978,25000,0
"549",549,"TORNADO",1978,2500000,30
"550",550,"TORNADO",1978,25000,0
"551",551,"TORNADO",1978,25000,0
"552",552,"TORNADO",1978,250000,3
"553",553,"TORNADO",1978,2500,0
"554",554,"TORNADO",1978,2500000,0
"555",555,"TORNADO",1978,250000,4
"556",556,"TORNADO",1978,25000,0
"557",557,"TORNADO",1978,250000,11
"558",558,"TORNADO",1978,25000,0
"559",559,"TORNADO",1978,25000,0
"560",560,"TORNADO",1978,25000,0
"561",561,"TORNADO",1978,25000,0
"562",562,"TORNADO",1978,250000,1
"563",563,"TORNADO",1979,25000,0
"564",564,"TORNADO",1979,25000,0
"565",565,"TORNADO",1979,0,1
"566",566,"TORNADO",1979,2500,0
"567",567,"TORNADO",1979,25000,0
"568",568,"TORNADO",1979,250000,1
"569",569,"TORNADO",1979,2500,0
"570",570,"TORNADO",1979,250000,0
"571",571,"TORNADO",1979,250,4
"572",572,"TORNADO",1979,2500,0
"573",573,"TORNADO",1979,25000,0
"574",574,"TORNADO",1979,250000,2
"575",575,"TORNADO",1979,25000,0
"576",576,"TORNADO",1979,250000,2
"577",577,"TORNADO",1979,2500,0
"578",578,"TORNADO",1979,25000,0
"579",579,"TORNADO",1979,25000,0
"580",580,"TORNADO",1979,25000,12
"581",581,"TORNADO",1979,2500000,20
"582",582,"TORNADO",1979,2500000,0
"583",583,"TORNADO",1979,250000,0
"584",584,"TORNADO",1979,250000,2
"585",585,"TORNADO",1980,2500,0
"586",586,"TORNADO",1980,250000,5
"587",587,"TORNADO",1980,25000,0
"588",588,"TORNADO",1980,2500,0
"589",589,"TORNADO",1980,250000,6
"590",590,"TORNADO",1980,250000,1
"591",591,"TORNADO",1980,25000,0
"592",592,"TORNADO",1980,250,0
"593",593,"TORNADO",1980,2500,0
"594",594,"TORNADO",1980,25000,0
"595",595,"TORNADO",1980,25000,0
"596",596,"TORNADO",1980,2500000,13
"597",597,"TORNADO",1980,250000,0
"598",598,"TORNADO",1980,25000,0
"599",599,"TORNADO",1980,2500,0
"600",600,"TORNADO",1980,25000,0
"601",601,"TORNADO",1980,25000,0
"602",602,"TORNADO",1980,25000,0
"603",603,"TORNADO",1980,25000,0
"604",604,"TORNADO",1980,25000,0
"605",605,"TORNADO",1980,25000,0
"606",606,"TORNADO",1980,25000,0
"607",607,"TORNADO",1980,25000,1
"608",608,"TORNADO",1980,25000,0
"609",609,"TORNADO",1980,250000,0
"610",610,"TORNADO",1980,250000,0
"611",611,"TORNADO",1980,250000,0
"612",612,"TORNADO",1980,25000,0
"613",613,"TORNADO",1981,2500000,62
"614",614,"TORNADO",1981,2500000,5
"615",615,"TORNADO",1981,250,0
"616",616,"TORNADO",1981,250,0
"617",617,"TORNADO",1981,250000,0
"618",618,"TORNADO",1981,25000,0
"619",619,"TORNADO",1981,25000,0
"620",620,"TORNADO",1981,2500,0
"621",621,"TORNADO",1981,25000,0
"622",622,"TORNADO",1981,2.5e+07,25
"623",623,"TORNADO",1981,25000,0
"624",624,"TORNADO",1981,2500,0
"625",625,"TORNADO",1981,30,0
"626",626,"TORNADO",1982,250000,0
"627",627,"TORNADO",1982,250000,0
"628",628,"TORNADO",1982,250000,6
"629",629,"TORNADO",1982,2500,0
"630",630,"TORNADO",1982,25000,4
"631",631,"TORNADO",1982,250000,6
"632",632,"TORNADO",1982,250000,0
"633",633,"TORNADO",1982,25000,1
"634",634,"TORNADO",1982,25000,0
"635",635,"TORNADO",1982,25000,0
"636",636,"TORNADO",1982,25000,0
"637",637,"TORNADO",1982,250000,0
"638",638,"TORNADO",1982,250000,0
"639",639,"TORNADO",1982,30,0
"640",640,"TORNADO",1982,250000,0
"641",641,"TORNADO",1982,250000,0
"642",642,"TORNADO",1982,2500,0
"643",643,"TORNADO",1982,25000,0
"644",644,"TORNADO",1982,250000,0
"645",645,"TORNADO",1982,250000,0
"646",646,"TORNADO",1982,250000,0
"647",647,"TORNADO",1982,250000,0
"648",648,"TORNADO",1982,2500,0
"649",649,"TORNADO",1982,250000,0
"650",650,"TORNADO",1982,250000,1
"651",651,"TORNADO",1982,2500,0
"652",652,"TORNADO",1982,250,0
"653",653,"TORNADO",1982,2500,0
"654",654,"TORNADO",1983,25000,1
"655",655,"TORNADO",1983,250000,0
"656",656,"TORNADO",1983,250000,0
"657",657,"TORNADO",1983,250000,0
"658",658,"TORNADO",1983,25000,0
"659",659,"TORNADO",1983,2500000,0
"660",660,"TORNADO",1983,30,0
"661",661,"TORNADO",1983,250000,0
"662",662,"TORNADO",1983,2500,0
"663",663,"TORNADO",1983,250,0
"664",664,"TORNADO",1983,25000,0
"665",665,"TORNADO",1983,2500,0
"666",666,"TORNADO",1983,2500,0
"667",667,"TORNADO",1983,250000,1
"668",668,"TORNADO",1983,25000,0
"669",669,"TORNADO",1983,25000,0
"670",670,"TORNADO",1983,25000,0
"671",671,"TORNADO",1983,25000,2
"672",672,"TORNADO",1983,2500000,3
"673",673,"TORNADO",1983,250000,1
"674",674,"TORNADO",1983,2500,0
"675",675,"TORNADO",1983,250000,0
"676",676,"TORNADO",1983,2500,0
"677",677,"TORNADO",1983,2500,0
"678",678,"TORNADO",1983,2500000,19
"680",680,"TORNADO",1983,25000,0
"681",681,"TORNADO",1983,25000,0
"682",682,"TORNADO",1983,25000,0
"683",683,"TORNADO",1983,25000,0
"684",684,"TORNADO",1983,250000,1
"685",685,"TORNADO",1983,25000,0
"686",686,"TORNADO",1983,250000,2
"687",687,"TORNADO",1983,25000,0
"688",688,"TORNADO",1983,25000,0
"689",689,"TORNADO",1983,2500,0
"690",690,"TORNADO",1983,250000,0
"691",691,"TORNADO",1983,25000,0
"692",692,"TORNADO",1983,25000,0
"693",693,"TORNADO",1983,25000,0
"694",694,"TORNADO",1983,25000,0
"695",695,"TORNADO",1983,250000,0
"696",696,"TORNADO",1983,25000,0
